pid,hhid,rgid,villid,relateHead,ifFemale,age,ifMarried,numChild,ifCcfp,ifCcfpO
3019,1346,134,2,3,0,35,1,-99,1,1
3020,1346,134,2,32,1,34,1,0,1,1
3021,1346,134,2,1,0,59,1,-99,1,1
3022,1346,134,2,2,1,59,1,1,1,1
3023,1347,134,2,2,1,50,1,1,0,0
3024,1347,134,2,1,0,55,1,-99,0,0
3025,1347,134,2,3,0,24,0,-99,0,0
3026,1347,134,2,53,0,6,0,-99,0,0
3027,1348,134,2,1,0,40,1,-99,1,1
3028,1348,134,2,5,0,37,1,-99,1,1
3029,1348,134,2,2,1,37,1,2,1,1
3030,1348,134,2,53,1,9,0,0,1,1
3031,1348,134,2,3,0,8,0,-99,1,1
3032,1348,134,2,3,1,12,0,0,1,1
3033,1350,134,2,3,0,34,0,-99,0,0
3034,1350,134,2,1,0,59,1,-99,0,0
3035,1351,134,2,1,0,42,1,-99,0,0
3036,1351,134,2,2,1,35,1,1,0,0
3037,1351,134,2,4,1,76,1,3,0,0
3038,1351,134,2,52,1,55,1,1,0,0
3039,1351,134,2,53,1,20,0,0,0,0
3040,1351,134,2,3,0,14,0,-99,0,0
3041,1352,134,2,1,1,75,1,1,1,1
3042,1353,134,2,3,1,35,0,0,1,1
3043,1353,134,2,1,0,67,1,-99,1,1
3044,1353,134,2,2,1,59,1,1,1,1
3045,1354,134,2,1,0,76,1,-99,0,0
3046,1354,134,2,2,1,68,1,3,0,0
3047,1355,134,2,3,0,8,0,-99,0,0
3048,1355,134,2,1,0,41,1,-99,0,0
3049,1355,134,2,2,1,37,1,2,0,0
3050,1355,134,2,3,1,14,0,0,0,0
3051,1356,134,2,6,0,7,0,-99,0,0
3052,1356,134,2,3,0,41,1,-99,0,0
3053,1356,134,2,32,1,39,1,1,0,0
3054,1356,134,2,3,1,36,1,2,0,0
3055,1356,134,2,1,0,71,1,-99,0,0
3056,1356,134,2,6,1,12,0,0,0,0
3057,1356,134,2,2,1,64,1,2,0,0
3058,1357,134,2,1,0,40,1,-99,0,0
3059,1357,134,2,2,1,36,1,2,0,0
3060,1357,134,2,3,1,12,0,0,0,0
3061,1357,134,2,3,0,4,0,-99,0,0
3062,1359,134,2,1,0,50,1,-99,1,1
3063,1359,134,2,44,0,95,1,-99,1,1
3064,1359,134,2,2,1,52,1,2,1,1
3065,1359,134,2,3,0,28,0,-99,1,1
3066,1359,134,2,3,0,23,0,-99,1,1
3067,1360,134,2,2,1,47,1,2,0,0
3068,1360,134,2,1,0,44,1,-99,0,0
3069,1360,134,2,3,1,21,0,0,0,0
3070,1360,134,2,3,0,15,0,-99,0,0
3071,1362,134,2,1,0,42,1,-99,0,0
3072,1362,134,2,2,1,41,1,1,0,0
3073,1362,134,2,4,0,76,1,-99,0,0
3074,1362,134,2,3,0,18,0,-99,0,0
3075,1363,134,2,32,1,44,1,2,1,1
3076,1363,134,2,6,0,13,0,-99,1,1
3077,1363,134,2,1,0,71,1,-99,1,1
3078,1363,134,2,2,1,70,1,1,1,1
3079,1363,134,2,6,1,19,0,0,1,1
3080,1365,134,2,2,1,70,1,1,0,0
3081,1365,134,2,1,0,85,1,-99,0,0
3082,1365,134,2,3,1,51,1,0,0,0
3083,1366,134,2,6,0,13,0,-99,1,1
3084,1366,134,2,3,0,39,1,-99,1,1
3085,1366,134,2,32,1,35,1,1,1,1
3086,1366,134,2,1,0,67,1,-99,1,1
3087,1366,134,2,2,1,64,1,1,1,1
3088,1367,134,2,2,1,53,1,1,0,0
3089,1367,134,2,3,0,24,0,-99,0,0
3090,1367,134,2,1,0,55,1,-99,0,0
3091,1368,134,2,1,0,43,0,-99,0,0
3092,1368,134,2,4,1,73,1,3,0,0
3093,1369,134,2,3,0,43,1,-99,0,0
3094,1369,134,2,32,1,41,1,2,0,0
3095,1369,134,2,1,0,70,1,-99,0,0
3096,1369,134,2,6,1,15,0,0,0,0
3097,1369,134,2,6,0,10,0,-99,0,0
3098,1370,134,2,6,0,8,0,-99,0,0
3099,1370,134,2,3,0,34,1,-99,0,0
3100,1370,134,2,1,0,58,1,-99,0,0
3101,1370,134,2,5,1,28,0,0,0,0
3102,1371,134,2,1,0,42,1,-99,0,0
3103,1371,134,2,2,1,42,1,2,0,0
3104,1371,134,2,4,1,73,1,2,0,0
3105,1371,134,2,3,0,18,0,-99,0,0
3106,1371,134,2,6,1,12,0,0,0,0
3107,1371,134,2,3,0,38,1,-99,0,0
3108,1373,115,2,6,0,9,0,-99,0,0
3109,1373,115,2,32,1,37,1,2,0,0
3110,1373,115,2,32,1,34,1,2,0,0
3111,1373,115,2,2,1,61,1,2,0,0
3112,1373,115,2,1,0,61,1,-99,0,0
3113,1373,115,2,6,0,15,0,-99,0,0
3114,1374,115,2,1,0,51,1,-99,0,0
3115,1374,115,2,2,1,53,1,2,0,0
3116,1374,115,2,3,1,29,0,0,0,0
3117,1374,115,2,3,0,24,0,-99,0,0
3118,1375,115,2,2,1,48,1,2,0,0
3119,1375,115,2,1,0,47,1,-99,0,0
3120,1376,115,2,6,1,6,0,0,0,0
3121,1376,115,2,6,1,5,0,0,0,0
3122,1376,115,2,3,1,30,1,0,0,0
3123,1376,115,2,1,0,55,1,-99,0,0
3124,1376,115,2,2,1,52,1,2,0,0
3125,1376,115,2,3,0,32,1,-99,0,0
3126,1377,115,2,1,0,42,1,-99,0,0
3127,1377,115,2,2,1,41,1,1,0,0
3128,1378,115,2,3,0,12,0,-99,0,0
3129,1378,115,2,3,0,12,0,-99,0,0
3130,1378,115,2,3,1,22,0,0,0,0
3131,1378,115,2,1,0,52,1,-99,0,0
3132,1378,115,2,3,0,29,0,-99,0,0
3133,1379,115,2,3,1,7,0,0,0,0
3134,1379,115,2,1,0,40,1,-99,0,0
3135,1380,115,2,3,0,12,0,-99,0,0
3136,1380,115,2,1,0,46,1,-99,0,0
3137,1380,115,2,2,1,43,1,1,0,0
3138,1382,115,2,3,1,21,0,0,0,0
3139,1382,115,2,1,0,49,1,-99,0,0
3140,1382,115,2,2,1,45,1,3,0,0
3141,1382,115,2,3,1,22,0,0,0,0
3142,1382,115,2,3,0,15,0,-99,0,0
3143,1383,115,2,3,0,35,1,-99,0,0
3144,1383,115,2,32,1,31,1,1,0,0
3145,1383,115,2,2,1,63,1,1,0,0
3146,1383,115,2,1,0,63,1,-99,0,0
3147,1383,115,2,6,1,9,0,0,0,0
3148,1384,115,2,1,0,43,0,-99,0,0
3149,1385,115,2,2,1,71,1,3,0,0
3150,1385,115,2,1,0,66,1,-99,0,0
3151,1386,115,2,1,0,45,1,-99,1,1
3152,1386,115,2,2,1,43,1,2,1,1
3153,1386,115,2,4,1,77,1,4,1,1
3154,1386,115,2,3,1,23,0,0,1,1
3155,1386,115,2,3,0,15,0,-99,1,1
3156,1387,115,2,1,0,44,0,-99,1,1
3157,1387,115,2,4,1,80,1,4,1,1
3158,1388,115,2,1,0,48,1,-99,0,0
3159,1388,115,2,2,1,44,1,2,0,0
3160,1388,115,2,3,1,21,0,0,0,0
3161,1388,115,2,3,0,9,0,-99,0,0
3162,1389,115,2,3,0,36,1,-99,0,0
3163,1389,115,2,2,1,58,1,1,0,0
3164,1389,115,2,1,0,54,1,-99,0,0
3165,1389,115,2,6,0,7,0,-99,0,0
3166,1390,115,2,3,0,33,1,-99,0,0
3167,1390,115,2,3,1,30,1,1,0,0
3168,1390,115,2,1,0,56,1,-99,0,0
3169,1390,115,2,2,1,54,1,2,0,0
3170,1390,115,2,32,1,30,1,1,0,0
3171,1390,115,2,6,1,11,0,0,0,0
3172,1392,115,2,4,1,71,1,2,0,0
3173,1392,115,2,1,0,46,1,-99,0,0
3174,1392,115,2,2,1,45,1,1,0,0
3175,1392,115,2,3,0,12,0,-99,0,0
3176,1393,115,2,3,1,22,0,0,0,0
3177,1393,115,2,1,0,39,1,-99,0,0
3178,1393,115,2,2,1,34,1,3,0,0
3179,1393,115,2,4,0,67,1,-99,0,0
3180,1393,115,2,3,1,11,0,0,0,0
3181,1393,115,2,3,0,4,0,-99,0,0
3182,1395,115,2,2,1,49,1,1,0,0
3183,1395,115,2,1,0,49,1,-99,0,0
3184,1395,115,2,3,0,26,1,-99,0,0
3185,1395,115,2,32,1,28,1,0,0,0
3186,1396,115,2,3,0,35,1,-99,0,0
3187,1396,115,2,3,0,32,1,-99,0,0
3188,1396,115,2,1,0,65,1,-99,0,0
3189,1396,115,2,32,1,32,1,0,0,0
3190,1398,115,2,3,0,32,1,-99,1,1
3191,1398,115,2,6,0,8,0,-99,1,1
3192,1398,115,2,2,1,59,1,2,1,1
3193,1398,115,2,1,0,59,1,-99,1,1
3194,1398,115,2,3,1,26,1,0,1,1
3195,1399,115,2,2,1,51,1,2,0,0
3196,1399,115,2,1,0,50,1,-99,0,0
3197,1399,115,2,3,1,27,0,0,0,0
3198,1399,115,2,3,0,26,0,-99,0,0
3199,1401,115,2,1,0,46,1,-99,0,0
3200,1401,115,2,2,1,45,1,1,0,0
3201,1401,115,2,3,0,23,0,-99,0,0
3202,1402,115,2,1,0,43,1,-99,0,0
3203,1402,115,2,2,1,39,1,1,0,0
3204,1402,115,2,3,0,18,0,-99,0,0
3205,1403,115,2,1,0,49,1,-99,0,0
3206,1403,115,2,2,1,48,1,5,0,0
3207,1403,115,2,3,1,24,0,0,0,0
3208,1403,115,2,3,0,19,0,-99,0,0
3209,1403,115,2,3,0,6,0,-99,0,0
3210,1403,115,2,3,1,6,0,0,0,0
3211,1403,115,2,3,1,6,0,0,0,0
3212,1404,115,2,5,0,44,0,-99,0,0
3213,1404,115,2,1,0,42,1,-99,0,0
3214,1404,115,2,2,1,40,1,1,0,0
3215,1404,115,2,3,1,14,0,0,0,0
3216,1405,115,2,2,1,42,1,3,0,0
3217,1405,115,2,1,0,41,1,-99,0,0
3218,1405,115,2,4,0,70,1,-99,0,0
3219,1405,115,2,3,1,19,0,0,0,0
3220,1405,115,2,3,1,10,0,0,0,0
3221,1405,115,2,3,1,10,0,0,0,0
3222,1406,115,2,1,0,50,1,-99,0,0
3223,1406,115,2,3,0,28,0,-99,0,0
3224,1406,115,2,3,0,24,0,-99,0,0
3225,1407,115,2,1,0,42,1,-99,0,0
3226,1407,115,2,3,0,17,0,-99,0,0
3227,1408,115,2,1,1,67,1,2,0,0
3228,1410,115,2,3,0,8,0,-99,0,0
3229,1410,115,2,1,0,41,1,-99,0,0
3230,1410,115,2,2,1,37,1,2,0,0
3231,1410,115,2,4,1,69,1,2,0,0
3232,1410,115,2,3,1,13,0,0,0,0
3233,1411,115,2,1,0,41,1,-99,1,1
3234,1411,115,2,2,1,39,1,2,1,1
3235,1411,115,2,4,1,61,1,3,1,1
3236,1411,115,2,3,1,11,0,0,1,1
3237,1411,115,2,3,0,11,0,-99,1,1
3238,1412,115,2,1,0,76,1,-99,0,0
3239,1413,115,2,1,1,24,0,0,0,0
3240,1414,127,2,6,1,9,0,0,1,1
3241,1414,127,2,6,1,5,0,0,1,1
3242,1414,127,2,3,0,41,1,-99,1,1
3243,1414,127,2,1,0,63,1,-99,1,1
3244,1415,127,2,3,1,16,0,0,0,0
3245,1415,127,2,1,0,47,1,-99,0,0
3246,1416,127,2,1,0,55,1,-99,1,1
3247,1416,127,2,2,1,53,1,3,1,1
3248,1417,127,2,6,0,8,0,-99,1,1
3249,1417,127,2,32,1,28,1,1,1,1
3250,1417,127,2,3,0,34,1,-99,1,1
3251,1417,127,2,1,0,56,1,-99,1,1
3252,1417,127,2,2,1,56,1,1,1,1
3253,1418,127,2,1,0,44,1,-99,1,1
3254,1418,127,2,2,1,42,1,2,1,1
3255,1418,127,2,4,0,72,1,-99,1,1
3256,1418,127,2,4,1,72,1,3,1,1
3257,1418,127,2,3,1,18,0,0,1,1
3258,1418,127,2,3,0,13,0,-99,1,1
3259,1419,127,2,1,0,38,0,-99,0,0
3260,1420,127,2,3,0,32,1,-99,0,0
3261,1420,127,2,2,1,59,1,1,0,0
3262,1420,127,2,1,0,57,1,-99,0,0
3263,1420,127,2,6,0,10,0,-99,0,0
3264,1420,127,2,32,1,33,1,1,0,0
3265,1421,127,2,3,0,16,0,-99,1,1
3266,1421,127,2,1,0,44,1,-99,1,1
3267,1421,127,2,2,1,43,1,2,1,1
3268,1421,127,2,44,1,81,1,1,1,1
3269,1421,127,2,4,1,62,1,3,1,1
3270,1421,127,2,3,1,20,0,0,1,1
3271,1423,127,2,6,1,14,0,0,1,1
3272,1423,127,2,32,1,48,1,1,1,1
3273,1423,127,2,3,0,46,1,-99,1,1
3274,1423,127,2,1,0,71,1,-99,1,1
3275,1423,127,2,3,0,10,0,-99,1,1
3276,1423,127,2,3,0,10,0,-99,1,1
3277,1424,127,2,1,0,49,1,-99,1,1
3278,1424,127,2,2,1,44,1,1,1,1
3279,1424,127,2,3,1,21,0,0,1,1
3280,1425,127,2,1,0,51,1,-99,1,1
3281,1425,127,2,3,0,30,0,-99,1,1
3282,1425,127,2,2,1,53,1,1,1,1
3283,1426,127,2,6,1,7,0,0,0,0
3284,1426,127,2,32,1,35,1,1,0,0
3285,1426,127,2,3,0,39,1,-99,0,0
3286,1426,127,2,2,1,70,1,1,0,0
3287,1426,127,2,1,0,70,1,-99,0,0
3288,1427,127,2,1,0,34,0,-99,1,1
3289,1429,127,2,3,1,8,0,0,1,1
3290,1429,127,2,1,1,44,1,2,1,1
3291,1429,127,2,3,1,15,0,0,1,1
3292,1430,127,2,1,0,29,1,-99,0,0
3293,1430,127,2,2,1,31,1,2,0,0
3294,1430,127,2,3,1,9,0,0,0,0
3295,1430,133,2,3,0,10,0,-99,0,0
3296,1431,133,2,1,0,39,0,-99,0,0
3297,1432,133,2,6,1,5,0,0,0,0
3298,1432,133,2,2,1,51,1,1,0,0
3299,1432,133,2,1,0,54,1,-99,0,0
3300,1432,133,2,3,1,26,1,1,0,0
3301,1433,133,2,2,1,41,1,1,0,0
3302,1433,133,2,1,0,41,1,-99,0,0
3303,1434,133,2,4,0,77,1,-99,0,0
3304,1434,133,2,3,1,17,0,0,0,0
3305,1434,133,2,3,0,14,0,-99,0,0
3306,1434,133,2,1,1,68,1,2,0,0
3307,1436,133,2,6,1,7,0,0,0,0
3308,1436,133,2,3,0,35,1,-99,0,0
3309,1436,133,2,1,0,59,1,-99,0,0
3310,1437,133,2,2,1,57,1,1,0,0
3311,1437,133,2,1,1,51,1,1,0,0
3312,1437,133,2,3,0,25,0,-99,0,0
3313,1438,133,2,2,1,46,1,1,0,0
3314,1438,133,2,1,0,44,1,-99,0,0
3315,1438,133,2,4,1,73,1,2,0,0
3316,1438,133,2,3,0,17,0,-99,0,0
3317,1439,133,2,3,0,37,0,-99,0,0
3318,1439,133,2,1,1,76,1,1,0,0
3319,1440,133,2,32,1,28,1,0,0,0
3320,1440,133,2,3,0,31,1,-99,0,0
3321,1440,133,2,2,1,57,1,1,0,0
3322,1440,133,2,1,0,55,1,-99,0,0
3323,1441,133,2,3,0,35,0,-99,0,0
3324,1441,133,2,1,0,64,1,-99,0,0
3325,1441,133,2,2,1,62,1,1,0,0
3326,1442,133,2,3,1,21,0,0,0,0
3327,1442,133,2,1,0,49,1,-99,0,0
3328,1442,133,2,2,1,47,1,2,0,0
3329,1442,133,2,3,0,28,0,-99,0,0
3330,1443,133,2,4,0,75,1,-99,0,0
3331,1443,133,2,3,0,34,0,-99,0,0
3332,1443,133,2,3,0,31,0,-99,0,0
3333,1443,133,2,2,1,58,1,2,0,0
3334,1443,133,2,1,0,56,1,-99,0,0
3335,1444,133,2,1,0,84,1,-99,1,1
3336,1444,133,2,2,1,83,1,1,1,1
3337,1445,133,2,32,1,27,1,1,0,0
3338,1445,133,2,6,0,4,0,-99,0,0
3339,1445,133,2,2,1,49,1,1,0,0
3340,1445,133,2,1,0,54,1,-99,0,0
3341,1445,133,2,3,0,28,1,-99,0,0
3342,1446,133,2,1,0,39,1,-99,0,0
3343,1446,133,2,2,1,38,1,1,0,0
3344,1446,133,2,3,0,12,0,-99,0,0
3345,1446,133,2,5,1,26,0,0,0,0
3346,1447,133,2,1,0,51,1,-99,0,0
3347,1447,133,2,2,1,48,1,1,0,0
3348,1447,133,2,3,0,23,0,-99,0,0
3349,1448,133,2,3,0,10,0,-99,0,0
3350,1448,133,2,2,1,50,1,1,0,0
3351,1448,133,2,1,0,52,1,-99,0,0
3352,1449,133,2,2,1,35,1,3,0,0
3353,1449,133,2,3,1,15,0,0,0,0
3354,1449,133,2,3,0,14,0,-99,0,0
3355,1449,133,2,3,0,7,0,-99,0,0
3356,1449,133,2,1,0,37,1,-99,0,0
3357,1450,133,2,6,0,4,0,-99,0,0
3358,1450,133,2,1,0,65,1,-99,0,0
3359,1450,133,2,2,1,61,1,1,0,0
3360,1450,133,2,3,0,28,1,-99,0,0
3361,1451,133,2,6,0,8,0,-99,0,0
3362,1451,133,2,1,0,54,1,-99,0,0
3363,1451,133,2,2,1,53,1,2,0,0
3364,1451,133,2,3,0,29,1,-99,0,0
3365,1451,133,2,3,1,24,1,0,0,0
3366,1452,133,2,1,0,60,1,-99,0,0
3367,1452,133,2,2,1,59,1,1,0,0
3368,1454,133,2,3,0,12,0,-99,0,0
3369,1454,133,2,1,0,37,1,-99,0,0
3370,1454,133,2,2,1,32,1,1,0,0
3371,1455,133,2,1,0,77,1,-99,1,1
3372,1456,133,2,1,0,43,1,-99,0,0
3373,1456,133,2,2,1,35,1,1,0,0
3374,1456,133,2,3,1,6,0,0,0,0
3375,1457,133,2,1,0,38,1,-99,0,0
3376,1457,133,2,2,1,33,1,1,0,0
3377,1457,133,2,3,0,12,0,-99,0,0
3378,1458,133,2,1,0,32,1,-99,0,0
3379,1458,133,2,4,1,60,1,3,0,0
3380,1458,133,2,3,0,4,0,-99,0,0
3381,1459,133,2,1,0,43,1,-99,0,0
3382,1459,133,2,2,1,41,1,1,0,0
3383,1459,133,2,3,0,18,0,-99,0,0
3384,1460,126,2,1,1,51,1,3,1,1
3385,1460,126,2,4,1,88,1,4,1,1
3386,1462,126,2,3,0,23,1,-99,0,0
3387,1462,126,2,6,0,5,0,-99,0,0
3388,1462,126,2,3,0,36,1,-99,0,0
3389,1462,126,2,32,1,33,1,1,0,0
3390,1462,126,2,1,0,57,1,-99,0,0
3391,1462,126,2,2,1,55,1,2,0,0
3392,1462,126,2,6,1,10,0,0,0,0
3393,1463,126,2,3,0,37,0,-99,0,0
3394,1463,126,2,1,0,70,1,-99,0,0
3395,1463,126,2,2,1,64,1,1,0,0
3396,1464,126,2,1,0,38,1,-99,0,0
3397,1464,126,2,2,1,37,1,1,0,0
3398,1464,126,2,4,0,76,1,-99,0,0
3399,1464,126,2,3,0,15,0,-99,0,0
3400,1466,126,2,1,0,43,1,-99,0,0
3401,1466,126,2,2,1,40,1,2,0,0
3402,1466,126,2,3,0,13,0,-99,0,0
3403,1466,126,2,3,1,18,0,0,0,0
3404,1467,126,2,1,0,64,1,-99,0,0
3405,1468,126,2,2,1,47,1,2,1,1
3406,1468,126,2,1,0,46,1,-99,1,1
3407,1468,126,2,4,0,85,1,-99,1,1
3408,1468,126,2,3,1,26,0,0,1,1
3409,1468,126,2,3,0,21,0,-99,1,1
3410,1469,126,2,32,1,47,1,2,0,0
3411,1469,126,2,3,0,44,1,-99,0,0
3412,1469,126,2,1,0,70,1,-99,0,0
3413,1469,126,2,2,1,70,1,1,0,0
3414,1469,126,2,6,1,21,0,0,0,0
3415,1469,126,2,6,0,17,0,-99,0,0
3416,1470,126,2,1,0,50,1,-99,0,0
3417,1470,126,2,2,1,41,1,2,0,0
3418,1470,126,2,3,1,24,0,0,0,0
3419,1470,126,2,3,0,16,0,-99,0,0
3420,1471,126,2,2,1,71,1,2,0,0
3421,1471,126,2,1,0,70,1,-99,0,0
3422,1472,126,2,1,0,45,1,-99,0,0
3423,1472,126,2,2,1,45,1,2,0,0
3424,1472,126,2,3,1,21,0,0,0,0
3425,1472,126,2,3,0,16,0,-99,0,0
3426,1473,126,2,3,0,37,0,-99,0,0
3427,1473,126,2,1,0,58,1,-99,0,0
3428,1473,126,2,2,1,57,1,1,0,0
3429,1475,126,2,1,0,46,0,-99,0,0
3430,1475,126,2,4,0,72,1,-99,0,0
3431,1475,126,2,4,1,72,1,4,0,0
3432,1476,126,2,2,1,50,1,1,0,0
3433,1476,126,2,1,0,48,1,-99,0,0
3434,1476,126,2,3,0,23,0,-99,0,0
3435,1477,126,2,2,1,47,1,1,0,0
3436,1477,126,2,1,0,47,1,-99,0,0
3437,1477,126,2,4,0,82,1,-99,0,0
3438,1477,126,2,4,1,72,1,4,0,0
3439,1477,126,2,3,0,22,0,-99,0,0
3440,1478,126,2,1,0,58,1,-99,0,0
3441,1478,126,2,2,1,55,1,1,0,0
3442,1478,126,2,32,1,34,1,0,0,0
3443,1479,126,2,3,0,32,1,-99,1,1
3444,1479,126,2,4,1,88,1,2,1,1
3445,1479,126,2,2,1,56,1,2,1,1
3446,1479,126,2,1,0,55,1,-99,1,1
3447,1479,126,2,3,1,28,1,1,1,1
3448,1479,126,2,6,1,4,0,0,1,1
3449,1480,126,2,5,1,29,0,0,0,0
3450,1480,126,2,1,0,26,0,-99,0,0
3451,1481,126,2,1,0,48,1,-99,0,0
3452,1481,126,2,2,1,44,1,1,0,0
3453,1481,126,2,3,0,21,0,-99,0,0
3454,1482,126,2,1,0,68,1,-99,0,0
3455,1483,126,2,1,0,49,1,-99,0,0
3456,1483,126,2,2,1,44,1,2,0,0
3457,1483,126,2,3,0,23,0,-99,0,0
3458,1483,126,2,3,1,10,0,0,0,0
3459,1484,126,2,1,0,41,0,-99,0,0
3460,1485,126,2,1,0,42,0,-99,0,0
3461,1486,126,2,1,0,43,1,-99,1,1
3462,1486,126,2,2,1,42,1,2,1,1
3463,1486,126,2,4,0,87,1,-99,1,1
3464,1486,126,2,3,0,13,0,-99,1,1
3465,1486,126,2,3,1,20,0,0,1,1
3466,1487,126,2,1,0,48,1,-99,1,1
3467,1487,126,2,2,1,44,1,1,1,1
3468,1487,126,2,3,0,19,0,-99,1,1
3469,1488,126,2,2,1,42,1,1,0,0
3470,1488,126,2,1,0,40,1,-99,0,0
3471,1488,126,2,3,0,16,0,-99,0,0
3472,1489,126,2,32,1,46,1,1,0,0
3473,1489,126,2,3,0,44,1,-99,0,0
3474,1489,126,2,1,0,70,1,-99,0,0
3475,1489,126,2,6,0,23,1,-99,0,0
3476,1490,126,2,1,0,45,1,-99,1,1
3477,1490,126,2,2,1,45,1,2,1,1
3478,1490,126,2,3,1,24,0,0,1,1
3479,1490,126,2,3,0,18,0,-99,1,1
3480,1491,126,2,3,0,34,1,-99,0,0
3481,1491,126,2,32,1,31,1,1,0,0
3482,1491,126,2,6,0,9,0,-99,0,0
3483,1491,126,2,2,1,60,1,1,0,0
3484,1491,126,2,1,0,59,1,-99,0,0
3485,1492,126,2,1,0,38,1,-99,0,0
3486,1492,126,2,2,1,37,1,2,0,0
3487,1492,126,2,4,1,62,1,2,0,0
3488,1492,126,2,4,0,62,1,-99,0,0
3489,1492,126,2,3,1,14,0,0,0,0
3490,1492,126,2,3,0,10,0,-99,0,0
3491,1494,126,2,1,0,45,1,-99,0,0
3492,1494,126,2,2,1,44,1,2,0,0
3493,1494,126,2,5,1,37,0,0,0,0
3494,1494,126,2,4,1,76,1,1,0,0
3495,1494,126,2,3,1,20,0,0,0,0
3496,1494,126,2,3,0,14,0,-99,0,0
3497,1495,126,2,2,1,51,1,2,0,0
3498,1495,126,2,6,0,10,0,-99,0,0
3499,1495,126,2,1,0,58,1,-99,0,0
3500,1495,126,2,3,0,29,1,-99,0,0
3501,1495,126,2,3,1,24,1,1,0,0
3502,1496,126,2,2,1,75,1,3,0,0
3503,1496,126,2,1,0,72,1,-99,0,0
3504,1497,126,2,1,0,44,1,-99,0,0
3505,1497,126,2,2,1,43,1,1,0,0
